frame
7839
8174
8574
8983
9449
9932
10401
10851
11300
11732
11967
12217
12669
12904
13154
13603
13836
14085
14503
15020
15486
15952
16402
16853
17301
17819
18253
18720
19153
19404
19652
20069
20335
20587
21020
21254
21486
21955
22435
22906
23389
23805
24290
24755
25208
25672
26139
26608
27073
27556
28041
28492
28890
29357
29840
30359
30857
31359
31831
32266
32699
33150
33632
34118
34599
35097
35568
36049
36566
37048
37617
37884
38116
38565
38782
39082
39565
39815
40082
40534
41018
41516
41734
41983
42482
42716
42949
43433
43666
43917
44415
44850
45416
45619
45850
46300
46533
46801
47268
47501
47767
48251
48767
49200
49433
49667
50133
50384
50634
51135
51334
51601
52086
52552
53067
53535
54034
54468
54920
55385
55853
56320
56769
57218
57685
58152
58636
59118
59520
60005
60469
60952
61453
61921
62319
62772
63256
63724
64208
64690
65155
65610
66075
66522
66973
67440
67905
68357
68856
69325
69757
70207
70690
71157
71590
72175
72675
73140
73593
74027
74494
74960
75447
75946
76427
76895
77362
77827
78327
78761
79212
79661
80146
80628
81045
81511
81946
82404
82939
83205
83469
83956
84222
84455
84906
85106
85355
85803
86287
86740
86972
87223
87662
87912
88160
88663
88862
89111
89545
90011
90480
90717
90984
91417
91652
91918
92368
92584
92887
93352
93835
94285
94569
94802
95303
95518
95771
96286
96502
96751
97215
97700
98183
98702
99183
99648
100119
100586
101053
101488
101937
102438
102886
103336
103585
104271
104770
105204
105720
106172
106620
107105
107569
108036
108503
108955
109421
109836
110071
110336
110789
111005
111271
111703
111938
112205
112671
113154
113636
114121
114587
115072
115521
115939
116387
116856
117340
117790
118271
118772
119240
119690
120155
120628
121106
121621
122092
122557
122991
123475
123925
124408
124872
125139
125740
126257
126707
127172
127673
128124
128390
128807
129323
129572
129856
130307
130540
130791
131222
131723
132157
132424
132706
133140
133389
133658
134122
134373
134626
135074
135579
136074
136307
136590
137092
137342
137608
138058
138290
138558
139024
139524
139992
140274
140509
140961
141192
141424
141892
142127
142391
142842
143309
143824
144257
144744
145245
145696
146162
146612
147078
147578
148011
148244
148478
148713
148978
149679
149894
150830
151331
151881
152349
152798
153248
153665
153881
154130
154565
154798
155012
155279
155516
155999
156432
156898
157348
157814
158348
158814
159281
159815
160233
160546
160748
160946
161181
161649
162146
162681
163164
163646
164180
164563
164997
165466
165949
166430
166848
167064
167315
167533
167830
168300
168816
169316
169782
170233
170732
171231
171717
172283
172764
172981
